conversation_id,turn,speaker,text,agency
ec92e512-1f64-41de-a922-94c2ea5b42a8,1,user,"Tere! Ma olen plaanimas pakettreisi ja ma ei ole päris kindel, mis see tähendab. Kuidas ma tean, kas ma olen broneerinud pakettreisi?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
ec92e512-1f64-41de-a922-94c2ea5b42a8,2,assistant,"Tere! Pakettreis on tegelikult siis, kui reisikorraldaja on kokku pannud terve paketti reisiteenustest - näiteks lend, hotell ja ekskursioonid. Sa võid pidada seda pakettreisiks, kui leping on sõlmitud ühe müügikohaga ja sa oled nõus maksmise kohta enne maksmist. See kehtib ka siis, kui pakutakse ühtset hinda kõigile teenustele.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
99a27c7c-fd46-4743-ad31-3b59087417b1,1,user,"Tere! Ma lugesin TTJA lehel midagi isikuandmete töötlemise kohta, aga see oli natuke keeruline. Ühesõnas, mida te TTJA-s isikuandmete kohta teete?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
99a27c7c-fd46-4743-ad31-3b59087417b1,2,assistant,"Tere! TTJA-s kogub töötades teavet inimestest, näiteks kui kirjutate meile või olete menetluse osapool. Me töötleme neid andmeid erinevates infosüsteemides, sh üleeuroopalistes, kus need on kaitstud. Põhiliselt täidame avalike ülesannete täitmiseks ja asjade lahendamiseks vajalikku mahut.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
040524f9-085f-4376-8167-8d4168e06d8f,1,user,"Tere! Ma olen kuulnud, et Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) töötleb isikuandmeid. Kuidas see täpselt käib?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
040524f9-085f-4376-8167-8d4168e06d8f,2,assistant,"Tere! Jah, see on õige. TTJA töötleb isikuandmeid, näiteks kui te meile kirjutate või olete mõne menetluse osapoolena. Me töötleme neid erinevates infosüsteemides, sealhulgas ka üleeuroopalistes. Kõigis süsteemides on tagatud isikuandmete kaitse.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
32c32037-31b3-45f2-8626-34976627a72c,1,user,"Tere! Ma kuulsin, et Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) töötab isikuandmetega. Kuidas see üldiselt käib?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
32c32037-31b3-45f2-8626-34976627a72c,2,assistant,"Tere! See on õige. TTJA töötleb isikuandmeid erinevates infosüsteemides, näiteks kui saame sinult kirja või oled mõne menetluse osaline. Need võivad olla ka tundlikud andmed. Kõik töötlemine toimub kooskõlas isikuandmete kaitse seadusega.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
e672fb7b-6d2c-4a66-ab9f-fb7b41950c9d,1,user,"Tere! Olen kuulnud, et Tarbijakaitse ja Tehnilise Järelevalve Ametil on kaart, mis näitab sideteenuste kättesaadavust. Mis see kaart täpselt on ja milleks see mõeldud?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
e672fb7b-6d2c-4a66-ab9f-fb7b41950c9d,2,assistant,"Tere! Jah, meil on sideteenuste kaart. See näitab, kas aadressil on võimalik interneti teenusega liituda. Kaart põhineb sideoperaatorite andmetel nende tavahinnakirjade alusel. Roheline punkt tähendab, et liitumisvõimalus on, punane aga mitte.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
24e90f34-90e9-4e56-b6f0-0261a826bfa9,1,user,"Tere! Ma kuulsin, et Tarbijakaitse ja Tehnilise Järelevalve Ametil on kaart sideteenuste kohta. Mis see kaart täpselt näitab?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
24e90f34-90e9-4e56-b6f0-0261a826bfa9,2,assistant,"Tere! Jah, meil on sideteenuste kaart. See näitab, kus aadressil on võimalus interneti teenusega liituda. Roheline punkt tähendab, et liitumisvõimalus on olemas ja punane, et puudub.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
7b88a8fd-572e-4c13-9f96-6ad48ba7d100,1,user,Tere! Olen kuulnud Tarbijakaitse Ameti sidekaardist. Mis see kaart täpselt kujutab?,output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
7b88a8fd-572e-4c13-9f96-6ad48ba7d100,2,assistant,"Tere! Sidekaart näitab, kus on võimalik interneti teenusega liituda. See põhineb sideoperaatorite pakutavatel hindakirjades olevatel andmetel. Roheline punkt tähendab, et saadaval on liitumisvõimalus teatud kiirusega, punane punkt aga, et sellist võimalust praegu pole.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
75807246-8a8f-4f27-baf4-819249035a4f,1,user,"Tere! Ma tahan teada, kuhu saan oma vanu elektroonikaseadmeid viia.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
75807246-8a8f-4f27-baf4-819249035a4f,2,assistant,"Tere! Vanu elektroonikaseadmeid saad anda tagastuspunkti. Vanu majapidamismasinaid on Sul võimalik anda ka linna või valla jäätmete kogumispunktidesse või jäätmejaamadesse, patareisid ja akusid aga panna poodides olevatesse spetsiaalsetesse konteineritesse.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
9003b2fa-d57d-4056-bc54-b282e70bd343,1,user,"Tere! Ma olen huvitatud, kuidas jäätmed Eestis käsitletakse. Mis on kõige olulisem asi, mida ma selle kohta teada peaks?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
9003b2fa-d57d-4056-bc54-b282e70bd343,2,assistant,"Tere! Jäätmehoolduse korraldamine on kohaliku omavalitsuse ülesanne. Oluline on teada, et kui elad elanikkudega omavalitsuses, pead sa ise jäätmevedaja valima või viima jäätmed prügilasse/jäätmejaama. Elanikkudega omavalitsused peavad korraldama jäätmeveokonkurssi.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
a2259d9a-bb2c-46bf-8379-0198f330fd0d,1,user,"Tere! Ma olen huvitatud sellest, mida ma pean tegema, kui mul on probleeme elektriarvete või jäätmeveoga. Kus ma saan abi?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
a2259d9a-bb2c-46bf-8379-0198f330fd0d,2,assistant,"Tere! Kui Sul on probleeme elektriarvete või jäätmeveoga, on mitmeid kohti, kust Sa abi leiad. Elektriarvete osas saad pöörduda TTJA tarbijavaidluste komisjoni poole. Jäätmeveo puhul saad esmalt pöörduda kohaliku omavalitsuse poole, kui probleem ei lahene, saad pöörduda TTJAsse. Mis täpsemalt Sind muretseb – elektriarved või jäätmeveo probleem?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
e07a4fe4-2206-4ed0-bc62-cfe0ee171dc4,1,user,"Tere! Mul on küsimus. Mis on oluline, kui tellin midagi telefoni teel? Pean ikka sellele kohustusatud olema?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
e07a4fe4-2206-4ed0-bc62-cfe0ee171dc4,2,assistant,"Tere! Telefoni teel tellimisel on oluline, et kaupleja oleks sulle kinnitanud lepingu püsival andmekandjal (nt e-kirja) ja sina ise olema kinnitanud oma tahet ka selles vormis. Kui seda ei juhtu, sa ei ole selle lepingu poolt kohustatud. Muidu võib olla keeruline jätta lepingust loobuda.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
f3f6dc3f-edbd-4eb4-a5c5-ce39447bbfdc,1,user,"Tere! Ma kuulen palju telefoni- ja koduuksemüüki kohta. Mis on kõige tähtsam, mida ma peaks teadma, kui mulle heljutakse või kui kellegi koduuksel kohtan?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
f3f6dc3f-edbd-4eb4-a5c5-ce39447bbfdc,2,assistant,"Tere! See on hea küsimus. Oluline on teada, et telefoni- ja koduuksemüük on eriti tähelepanuta nõudmise puhul erinev tavalisest poes ostmisest. Peamine on see, et telefoni teel sõlmitud leping on siduv ainult siis, kui kaupleja on edastanud lepingu tingimused kirjalikult ning Sa oled kinnitanud oma tahet kirjalikus vormis. Koduuksemüügi puhul peab kaupleja andma Sulle taganemise juhendi.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
62ca454a-5601-40e8-a7f1-6600cb0c4ecb,1,user,"Tere! Ma olen tootja ja uuenen selle kohta, kuidas tooted ligipääsetavaks muutmine toimib. Saaksite mulle alguses selgeks teha, mis on sellega seotud peamised seadused?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
62ca454a-5601-40e8-a7f1-6600cb0c4ecb,2,assistant,"Tere! Muidugi. Peamiseks seaduseks on Toodete ja teenuste ligipääsetavuse seadus, mis kohaldatakse paljudele toodetele ja teenustele. Lisaks on oluline arvestada määruseid nr 46 ja 47, mis täpsustavad ebaproportsionaalse koormuse hindamist ja teavitamise korra. Üheskoos nendad need reguleerivad ligipääsetavuse nõuete järgimist Eestis.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
32a40f25-970f-49fa-b702-5efb1aac3d2c,1,user,"Tere! Ma olen uus ettevõtja ja tahan teada, milliseid seadusi pean arvestama, kui ma turule viin toote, mis on seotud ligipääsetavusega?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
32a40f25-970f-49fa-b702-5efb1aac3d2c,2,assistant,"Tere! Peamiseks seaduseks on Toodete ja teenuste ligipääsetavuse seadus (LPS). Lisaks pead arvestama määrust nr 45, mis käsitleb ebaproportsionaalse koormuse hindamist, ja määrust nr 46, mis sätestab selle hindamise korra. Samuti on oluline tundida direktiivi I. lisa VII jaos ja harmoneeritud standardeid, millega seadus on seotud.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
6ba2a806-4f31-4b6b-83d7-fd9c8e69e137,1,user,Tere! Mul on küsimusi seoses toodete ligipääsetavusega. Kust ma peaksin alustama?,output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
6ba2a806-4f31-4b6b-83d7-fd9c8e69e137,2,assistant,"Tere! Kõigepearem on hea teada, et Eesti seadus toodete ja teenuste ligipääsetavuse kohta tugineb Euroopa Liidu direktiivile. Selle kohta on Eestis koostatud mitmeid määrusi, näiteks määrus nr 46, mis käsitleb ettevõtja ebaproportsionaalse koormuse hindamist. Alustage lugemine eelnimetatud määrusest, kui te olete tootja või teenuse osutaja.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
703183a5-d80a-4754-a8b3-f904cb134017,1,user,"Tere! Ostsin hiljaaegu veebist kaamera Saksamaalt. Mida ma peaksin teadma, kui sellega peaks midagi viga olema?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
703183a5-d80a-4754-a8b3-f904cb134017,2,assistant,"Tere! Saksamaalt ostetud kaamera puhul on oluline teada, et EL-i ja Euroopa Majanduspiirkonna riikides (Saksamaa on ka selles piirkonnas) on tarbijatele sarnane kaitsetase. Sul on õigus esitada kaebus defektide kohta vähemalt kahe aasta jooksul alates ostukuupäevast. Tähtis on, et sul oleks ostutšekk või maksekorralduse väljavõte tõendamaks ostu.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
eef9ca47-5315-4e47-a733-35b7d3165c96,1,user,"Tere! Ostsin hiljaaegu internetist riideid Soomest. Mis juhtub, kui riideid ostes avastan vea? Kas mul on mingid õigused?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
eef9ca47-5315-4e47-a733-35b7d3165c96,2,assistant,"Tere! Küll on. Kuna Soome on Euroopa Liidu riik, siis kehtivad Sinule samad tarbijaõigused, nagu ostes ka Eestis. Sul on õigus esitada kaebus puuduste kohta vähemalt kahe aasta jooksul alates ostukuupäevast. Oluline on, et Sul oleks ostu tõendav dokument, näiteks arve või maksekõrralduse väljavõte.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
a149b535-2825-4040-83eb-a51dc0ae1f88,1,user,"Tere! Olen just Soomast uue telefoni ostnud. Mis siis, kui see peagi katki läheb? Kas mul on õigused siin Eestis?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
a149b535-2825-4040-83eb-a51dc0ae1f88,2,assistant,"Tere! Soomast ostetud telefoni puhul on hea meel kuulda, et EL ja Euroopa Majanduspiirkonnas (kuhu Soomagi kuulub) on tarbijatele kehtestatud sarnane kaitsetase. Sul on õigus esitada kaebus telefoni defekti kohta vähemalt kahe aasta jooksul alates ostukuupäevast. Oluline on alles hoida ostutšeki või maksekorralduse väljavõte tõendamaks ostu.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
183c1c10-6748-42d6-9d74-c5a7f96c7e5a,1,user,"Tere! Ma lugesin midagi ehitiste ohutuse kohta Tarbijakaitse ja Tehnilise Järelevalve Ameti (TTJA) leheküljel. Kuidas ma saan aru, kas minu maja on ohutu?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
183c1c10-6748-42d6-9d74-c5a7f96c7e5a,2,assistant,"Tere! Ehitise ohutus tähendab, et see peab vastama mitmetele nõuetele. Need tulenevad seadustest, heast tavast või ehitise kasutus- ja hooldusjuhendist. Näiteks, maja peab olema mehaaniliselt vastupidav, tuleohutu, hügieeniline ja kasutajate jaoks ohutu – sealhulgas lihtne evakueerida tulekahju korral.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
73966145-7b0a-4327-9090-e5b912de1a20,1,user,Tere! Ma lugesin midagi Tarbijakaitse Ameti veebilehel ehitiste ohutuse kohta. Mis see tähendab täpselt?,output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
73966145-7b0a-4327-9090-e5b912de1a20,2,assistant,"Tere! Ehitiste ohutus tähendab seda, et ehitis peab olema vastavuses seadusaktide nõuetele ja kasutatav ohutult. See hõlmab mitmeid aspekte nagu mehaaniline vastupidavus, tuleohutus, hügieen, juurdepääsetavus puudega inimestele ja palju muud. Nõuded tulenevad seadusest, ehitise kasutusjuhendist või heast tavast.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
0b286cab-bcc8-4616-ab04-18bb0e810e7c,1,user,Tere! Mida Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) tähendab ehitiste ohutuse osas?,output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
0b286cab-bcc8-4616-ab04-18bb0e810e7c,2,assistant,"Tere! TTJA järelvalvega on seotud ehitiste kasutamisele ja korrashoidmisele kehtivad nõuded, mis tulenevad seadusest, heast tavast või ehitise kasutus- ja hooldusjuhendist. Omanik peab tagama, et ehitis vastab kõikidele nõuetele. Meie soov on kaardistada ohtlikud ehitised ja kohustada omanikke neid parandama.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
3392531f-2d3f-401a-bac0-12e8573ff764,1,user,"Tere! Ma olen kuulnud, et ehitustoodetega on seoses uusi määruseid. Mis on Tarbijakaitse ja Tehnilise Järelevalve Ameti (TJJA) roll selles osas?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
3392531f-2d3f-401a-bac0-12e8573ff764,2,assistant,"Tere! Jah, see on õige. TJJA vastutab ehitustoodete turujärelevalve eest Eestis. Nad veenduvad, et tootjad järgivad vastavaid nõudeid ja et ehitustooted on ohutud ja vastavad standarditele.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
a4b54daa-3add-48bc-b35c-b3357a7da8e3,1,user,"Tere! Ma kuulsin, et muutub midagi ehitustoodete kohta. Mis on kõige olulisem muudatus, mida Tarbijakaitse ja Tehnilise Järelevalve Amet (TJT) on rõhutanud?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
a4b54daa-3add-48bc-b35c-b3357a7da8e3,2,assistant,"Tere! TJT on rõhutanud, et 2024/3110 määrus asendab 305/2011 määruse. Peamine muudatus on see, et peale toimivuse peab tootja deklareerima ka ehitustoote vastavust ohutus- ja keskkonnanõuetele. See tähendab, et tuleb koostada toimivus- ja vastavusdeklaratsioon selle asemel, mida varem kutsuti lihtsalt toimivusdeklaratsiooniks.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
c9019316-575d-48c3-a45e-58e8bcbeb0be,1,user,"Tere! Ma olen ostmas uus käevõru, aga ma ei tea, millele peaksin tähelepanu pöörama, et see oleks kvaliteetne ja vastaks õigetele standarditele. Mis on Tarbijakaitse ja Tehnilise Järevalve Amet (TTJA) poolt antud juhised selle kohta?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
c9019316-575d-48c3-a45e-58e8bcbeb0be,2,assistant,"Tere! See on hea küsimus. TTJA poolt on oluline, et müüdaval käevõrul oleks proovi- ja nimemärgis. Proovimärgis näitab, millist metalli on kasutatud ja selle osa sulamis, näiteks kuld 375 või hõbe 925. Nimemärgiks on märk, mis peab olema riiklikus registris registreeritud. Kontrollimärgistega tooted on ka eelistatud, näiteks lõvi kuju Eestis.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
511d31b5-9e53-4552-b5ff-2420763033fa,1,user,"Tere! Ma ostsin äsja kuldsõrmuka ja ma ei saa aru, mida need märgid sellel tähendavad. Mis need proovi- ja nimemärgid tähendavad?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
511d31b5-9e53-4552-b5ff-2420763033fa,2,assistant,"Tere! Need märgid on väga olulised. Proovimärk näitab, millist metalli on sõrmuse valmistamisel kasutatud ja selle osa sulamis. Näiteks, kui proov on 585, siis see tähendab, et sõrmes on 58,5% puhast kulda tuhande osas. Nimemärk aga näitab tootjat või maaletoimetajat ja see peab olema registreeritud riiklikus registris. Sa leiad selle registreerimise aadressi siin: http://www.proovikoda.ee/register/otsing.php.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
beaf5c6a-b5a8-4657-b6f5-09a39754db78,1,user,"Tere! Ma olen ostmas kuldehit, aga ma ei tea, millele ma peaksin tähelepanu pöörama. Mida peaksin kontrollima?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
beaf5c6a-b5a8-4657-b6f5-09a39754db78,2,assistant,"Tere! Kuldehit ostes on oluline, et sellel oleksid proovi- ja nimemärgid. Proovimärgis näitab, millist metalli on kasutatud ja selle osa sulamis, näiteks 375, 585 või 916. See märk on tuhandeksüsteemis. Nimemärgis on tootja või maaletoja nimi. See peab olema registreeritud riiklikus registris. Kas sa teadsid seda?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
ccddc641-7cd2-4589-8191-cd4bdcd77f7f,1,user,"Tere! Ma just hakkasin tarbija õiguste kohta rohkem huvi tundma. Mis on kõige olulisem asi, mida tarbijana teada tuleks?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
ccddc641-7cd2-4589-8191-cd4bdcd77f7f,2,assistant,"Tere! Kõige olulisem on see, et Sul on õigus nõuda ja saada kaup või teenus, mis vastab nõuetele ja on ohutu Sinu elule, tervisele ja varale. Lisaks peab kaupleja andma Sulle selle kohta vajalikku teavet, et Sa saaksid teadlikult otsuse teha.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
41987993-c2f8-48bf-b687-a0a8539e925a,1,user,"Tere! Ma olen kuulnud Tarbijakaitse Ametist, aga ei tea täpselt, mis tarbija õigused on. Mis on kõige olulisem asi, mida tarbija peaks teadma?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
41987993-c2f8-48bf-b687-a0a8539e925a,2,assistant,"Tere! Oluline on teada, et sul on õigus nõuda ja saada kaup või teenus, mis vastab nõuetele ja on ohutu sinu elule, tervisele ja varale. Samuti on sul õigus saada infot, et teha teadlik valik. See tähendab, et müüjalt peaks alati küsima vajalikku teavet toote või teenuse kohta.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
8c577ab5-a44d-4fd3-9caf-7ce289e1e15c,1,user,"Tere! Ma olen kuulnud, et Tarbijakaitseamet kaitseb tarbija õigusi. Aga mida see täpsemalt tähendab? Millised on mu peamised õigused ostjana?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
8c577ab5-a44d-4fd3-9caf-7ce289e1e15c,2,assistant,"Tere! Jah, Tarbijakaitseamet on seal, et kaitsta sind tarbijana. Peamiselt sa saad nõuda kaupa või teenust, mis vastab nõuetele, on ohutu ja mida ei ole keelatud omada või kasutada. Samuti on sul õigus saada vajalikku teavet pakutavate kaupade ja teenuste kohta, et sa saaksid teadlikult valida. Ja kui su õigusi rikutakse, saad nõu ja abi Tarbijakaitseametilt!",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
54fd2207-afb7-4d19-bb26-89fb23ad8eb4,1,user,"Tere! Olen kuulnud, et on võimalik laenu maksepuhkust taotleda. Kuidas see üldiselt toimib?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
54fd2207-afb7-4d19-bb26-89fb23ad8eb4,2,assistant,"Tere! Jah, on õige. Maksepuhkus võimaldab teil laenu tagasimaksmist lühikeseks ajaks peatada, kui teil on raskusi. Üldjuhul antakse see kuni kuueks kuuks, ja sel ajal ei maksa laenu põhiselt, vaid intressi tuleb ikkagi edasi tasuda. Oluline on märkida, et seda tuleks taotleda alles siis, kui sissetuleku vähenemine on probleem ja teised kulud kokku tõmmata ei aita.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
79928fc8-8247-4c79-b0ea-d5b7ebad1582,1,user,"Tere! Sain palju informatsiooni laenude kohta. Kuidas ma saan aru, mida ma peaksin tegema, kui ma hakkasin laenumaksetega hiljaks jääma?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
79928fc8-8247-4c79-b0ea-d5b7ebad1582,2,assistant,"Tere! Kui oled hätta laenumaksetega, on oluline hakata lahendusi otsima enne, kui võlgu jääd. Korrektse maksekäitumisega kliendil on lihtsam laenuandjaga kompromisse leida. Kas sa soovid, et ma rääkiks sellest, milliseid võimalusi pangad üldjuhul pakuvad?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
aeef2154-1ce1-4e4a-a085-31c8cad18dc4,1,user,"Tere! Mul on palju lugemist, aga ma tahan teada, mida tähendab ""tarbija käendusleping""? Mis see üldse on?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
aeef2154-1ce1-4e4a-a085-31c8cad18dc4,2,assistant,"Tere! Tarbija käendusleping on olukord, kus sa kohustud sõbra või sugulase laenu eest tasuma, kui ta ise seda ei suuda. See annab laenuandjale lisakindluse, et laen tagastatakse. Olenemata sellest, kas tegemist on väikelaenu, järelmaksu, tarbimislaenu või eluasemelaenu puhul. Kas soovid, et selgitan täpsemalt sellega seotud nüansse?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
3cd61942-da82-4399-ba24-d10997aae7db,1,user,"Tere! Mul on küsimus. Ostsin hiljuti veidrikas eseme ja see ei tööta nii, nagu peaks. Mis on mu õigused kui see on defektne?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
3cd61942-da82-4399-ba24-d10997aae7db,2,assistant,"Tere! Oluline on teada, et tarbija õigus on nõuda kauplejalt esmalt tasuta parandamist või asendamist. See, kumb variant on parem, lepitakse teie vahel kokku. Kuid reeglina otsustab müüja ise, kas asendada toode uuega või parandada seda. See kehtib, kui müüjal ei ole võimalik kaupa parandada või asendada, või kui parandamine/asendamine ei õnnestu, või müüja ei kõrvalda defekti mõistlikus ajas, või kui teile tekitatakse põhjendamatuid ebamugavusi.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
3f7f56af-948b-4fea-bed0-931bdf0f3793,1,user,"Tere! Mul on küsimus defektse toote kohta. Mis on minu õigused, kui kaubal on viga?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
3f7f56af-948b-4fea-bed0-931bdf0f3793,2,assistant,"Tere! Kui tootel on viga, on Sul õigus nõuda müüjalt esmalt tasuta parandamist või selle asendamist uue kaubaga. Müüja valib reeglina ise, kas parandada või asendada, kuid saavad kokku leppida. On ka olukorda, kus müüjal ei ole võimalik kaupa parandada või asendada, parandamine ebaõnnestub, müüja ei kõrvalda puudust mõistliku aja jooksul või Sulle tekitatakse põhjendamatuid ebamugavusi.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
93796d4d-7afa-4c2d-a9da-4ad554d41a75,1,user,"Tere! Mul on küsimus tarbijakaitse kohta. Mis ma peaksin tegema, kui ostsin toote ja see on defektne?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
93796d4d-7afa-4c2d-a9da-4ad554d41a75,2,assistant,"Tere! Kui ostsite defektse toote, on Teil seadme poolest õigus nõuda müüjalt esmalt tasuta parandamist või selle asendamist uue tooga. Müüja otsustab reeglina ise, kas ta toote parandab või asendab. Selliseid õigusi on Teil seadusega tagatud, isegi kui müüja ei pakka garantiid.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
d624f894-d095-488a-a573-66480478cb87,1,user,Tere! Ma lugesin sellest artikkel kohta tarbijavaidluste komisjoni. Mis on selle komisjoni peamine ülesanne?,output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
d624f894-d095-488a-a573-66480478cb87,2,assistant,"Tere! Tarbijavaidluste komisjoni peamine ülesanne on lahendada vaidlusi tarbija ja ettevõtte vahel, mis puudutavad tarbekaupade või -teenuste ostu-müüki. Nad aitavad leida lahendusi, kui tarbija on rahul teenusega või toodetega.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
c0dbb5fa-a67d-49fd-a4af-844eede1618d,1,user,"Tere! Ma lugesin mingit teksti tarbija õigustest, aga see oli üsna pikk. Mis on üldjuhul esimene koht, kuhu tarbija peaks pöörduma, kui tal on probleem mingi ettevõttega?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
c0dbb5fa-a67d-49fd-a4af-844eede1618d,2,assistant,"Tere! Kui teil on probleem ettevõttega, on tarbijaõiguste puhul hea koht alustuseks tarbijavaidluste komisjon. Nad aitavad lahendada vaidlusi tarbijate ja ettevõtete vahel.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
abd74432-0987-429a-a9fd-f3009af2e431,1,user,Mis on tarbijavaidluste komisjoni ülesanne?,output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
abd74432-0987-429a-a9fd-f3009af2e431,2,assistant,"Tarbijavaidluste komisjoni ülesanne on lahendada vaidlusi tarbijate ja ettevõtjate vahel, mis on tekkinud tarbimise seadusest või muudest seadusest tulenevate kohustuste rikkumisest. See on viis tarbijale vaidluse lahendamiseks kohtuvälise menetluse kaudu.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
16219012-1d7f-42c7-bcbd-750b15bf8c5d,1,user,Tere! Olen kuulnud midagi ebaausate müügivõtete kohta. Mis see tähendab ja miks on see probleemne?,output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
16219012-1d7f-42c7-bcbd-750b15bf8c5d,2,assistant,"Tere! Ebaausad müügivõtted on sellised müügitaktikad, mis püüavad sind tarbijana eksitada või survestavad sind ostma. Need on Euroopa Liidus keelatud, sest nad kahjustavad tarbija õigusi ja teevad tehingu keeruliseks ja ebavõrdseks. Näiteks võib müüja anda valeväiteid toote kohta või üritada sind piirata valikuvabaduses.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
3fcbb38f-6f93-49ce-94d9-65a4c082aee4,1,user,"Tere! Olen kuulnud, et on olemas ebaausad müügivõtted. Mis see tähendab tarbija jaoks?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
